xmin	xmax	ymin	ymax	showSelected1
0.466299646825995	0.483061099747072	0	0	7
0.483061099747072	0.499822552668148	0	0	7
0.499822552668148	0.516584005589224	0	0	7
0.516584005589224	0.533345458510301	0	0	7
0.533345458510301	0.550106911431377	0	0	7
0.550106911431377	0.566868364352454	0	0	7
0.566868364352454	0.58362981727353	0	1	7
0.58362981727353	0.600391270194606	0	1	7
0.600391270194606	0.617152723115683	0	1	7
0.617152723115683	0.633914176036759	0	0	7
0.633914176036759	0.650675628957835	0	2	7
0.650675628957835	0.667437081878912	0	1	7
0.667437081878912	0.684198534799988	0	0	7
0.684198534799988	0.700959987721065	0	1	7
0.700959987721065	0.717721440642141	0	0	7
0.466299646825995	0.483061099747072	0	0	8
0.483061099747072	0.499822552668148	0	0	8
0.499822552668148	0.516584005589224	0	0	8
0.516584005589224	0.533345458510301	0	0	8
0.533345458510301	0.550106911431377	0	0	8
0.550106911431377	0.566868364352454	0	0	8
0.566868364352454	0.58362981727353	0	1	8
0.58362981727353	0.600391270194606	0	1	8
0.600391270194606	0.617152723115683	0	1	8
0.617152723115683	0.633914176036759	0	0	8
0.633914176036759	0.650675628957835	0	2	8
0.650675628957835	0.667437081878912	0	1	8
0.667437081878912	0.684198534799988	0	0	8
0.684198534799988	0.700959987721065	0	1	8
0.700959987721065	0.717721440642141	0	1	8
0.466299646825995	0.483061099747072	0	0	9
0.483061099747072	0.499822552668148	0	0	9
0.499822552668148	0.516584005589224	0	0	9
0.516584005589224	0.533345458510301	0	0	9
0.533345458510301	0.550106911431377	0	0	9
0.550106911431377	0.566868364352454	0	0	9
0.566868364352454	0.58362981727353	0	1	9
0.58362981727353	0.600391270194606	0	1	9
0.600391270194606	0.617152723115683	0	2	9
0.617152723115683	0.633914176036759	0	0	9
0.633914176036759	0.650675628957835	0	2	9
0.650675628957835	0.667437081878912	0	1	9
0.667437081878912	0.684198534799988	0	0	9
0.684198534799988	0.700959987721065	0	1	9
0.700959987721065	0.717721440642141	0	1	9
0.466299646825995	0.483061099747072	0	0	10
0.483061099747072	0.499822552668148	0	0	10
0.499822552668148	0.516584005589224	0	0	10
0.516584005589224	0.533345458510301	0	0	10
0.533345458510301	0.550106911431377	0	0	10
0.550106911431377	0.566868364352454	0	0	10
0.566868364352454	0.58362981727353	0	1	10
0.58362981727353	0.600391270194606	0	1	10
0.600391270194606	0.617152723115683	0	3	10
0.617152723115683	0.633914176036759	0	0	10
0.633914176036759	0.650675628957835	0	2	10
0.650675628957835	0.667437081878912	0	1	10
0.667437081878912	0.684198534799988	0	0	10
0.684198534799988	0.700959987721065	0	1	10
0.700959987721065	0.717721440642141	0	1	10
0.466299646825995	0.483061099747072	0	0	11
0.483061099747072	0.499822552668148	0	0	11
0.499822552668148	0.516584005589224	0	0	11
0.516584005589224	0.533345458510301	0	0	11
0.533345458510301	0.550106911431377	0	0	11
0.550106911431377	0.566868364352454	0	0	11
0.566868364352454	0.58362981727353	0	1	11
0.58362981727353	0.600391270194606	0	1	11
0.600391270194606	0.617152723115683	0	4	11
0.617152723115683	0.633914176036759	0	0	11
0.633914176036759	0.650675628957835	0	2	11
0.650675628957835	0.667437081878912	0	1	11
0.667437081878912	0.684198534799988	0	0	11
0.684198534799988	0.700959987721065	0	1	11
0.700959987721065	0.717721440642141	0	1	11
0.466299646825995	0.483061099747072	0	0	12
0.483061099747072	0.499822552668148	0	0	12
0.499822552668148	0.516584005589224	0	0	12
0.516584005589224	0.533345458510301	0	0	12
0.533345458510301	0.550106911431377	0	0	12
0.550106911431377	0.566868364352454	0	0	12
0.566868364352454	0.58362981727353	0	1	12
0.58362981727353	0.600391270194606	0	1	12
0.600391270194606	0.617152723115683	0	4	12
0.617152723115683	0.633914176036759	0	1	12
0.633914176036759	0.650675628957835	0	2	12
0.650675628957835	0.667437081878912	0	1	12
0.667437081878912	0.684198534799988	0	0	12
0.684198534799988	0.700959987721065	0	1	12
0.700959987721065	0.717721440642141	0	1	12
0.466299646825995	0.483061099747072	0	0	13
0.483061099747072	0.499822552668148	0	0	13
0.499822552668148	0.516584005589224	0	0	13
0.516584005589224	0.533345458510301	0	0	13
0.533345458510301	0.550106911431377	0	0	13
0.550106911431377	0.566868364352454	0	0	13
0.566868364352454	0.58362981727353	0	2	13
0.58362981727353	0.600391270194606	0	1	13
0.600391270194606	0.617152723115683	0	4	13
0.617152723115683	0.633914176036759	0	1	13
0.633914176036759	0.650675628957835	0	2	13
0.650675628957835	0.667437081878912	0	1	13
0.667437081878912	0.684198534799988	0	0	13
0.684198534799988	0.700959987721065	0	1	13
0.700959987721065	0.717721440642141	0	1	13
0.466299646825995	0.483061099747072	0	0	14
0.483061099747072	0.499822552668148	0	0	14
0.499822552668148	0.516584005589224	0	0	14
0.516584005589224	0.533345458510301	0	0	14
0.533345458510301	0.550106911431377	0	0	14
0.550106911431377	0.566868364352454	0	0	14
0.566868364352454	0.58362981727353	0	2	14
0.58362981727353	0.600391270194606	0	1	14
0.600391270194606	0.617152723115683	0	4	14
0.617152723115683	0.633914176036759	0	1	14
0.633914176036759	0.650675628957835	0	2	14
0.650675628957835	0.667437081878912	0	1	14
0.667437081878912	0.684198534799988	0	1	14
0.684198534799988	0.700959987721065	0	1	14
0.700959987721065	0.717721440642141	0	1	14
0.466299646825995	0.483061099747072	0	0	15
0.483061099747072	0.499822552668148	0	0	15
0.499822552668148	0.516584005589224	0	0	15
0.516584005589224	0.533345458510301	0	0	15
0.533345458510301	0.550106911431377	0	0	15
0.550106911431377	0.566868364352454	0	0	15
0.566868364352454	0.58362981727353	0	2	15
0.58362981727353	0.600391270194606	0	2	15
0.600391270194606	0.617152723115683	0	4	15
0.617152723115683	0.633914176036759	0	1	15
0.633914176036759	0.650675628957835	0	2	15
0.650675628957835	0.667437081878912	0	1	15
0.667437081878912	0.684198534799988	0	1	15
0.684198534799988	0.700959987721065	0	1	15
0.700959987721065	0.717721440642141	0	1	15
0.466299646825995	0.483061099747072	0	0	16
0.483061099747072	0.499822552668148	0	0	16
0.499822552668148	0.516584005589224	0	0	16
0.516584005589224	0.533345458510301	0	0	16
0.533345458510301	0.550106911431377	0	0	16
0.550106911431377	0.566868364352454	0	0	16
0.566868364352454	0.58362981727353	0	2	16
0.58362981727353	0.600391270194606	0	3	16
0.600391270194606	0.617152723115683	0	4	16
0.617152723115683	0.633914176036759	0	1	16
0.633914176036759	0.650675628957835	0	2	16
0.650675628957835	0.667437081878912	0	1	16
0.667437081878912	0.684198534799988	0	1	16
0.684198534799988	0.700959987721065	0	1	16
0.700959987721065	0.717721440642141	0	1	16
0.466299646825995	0.483061099747072	0	0	17
0.483061099747072	0.499822552668148	0	0	17
0.499822552668148	0.516584005589224	0	0	17
0.516584005589224	0.533345458510301	0	0	17
0.533345458510301	0.550106911431377	0	0	17
0.550106911431377	0.566868364352454	0	0	17
0.566868364352454	0.58362981727353	0	2	17
0.58362981727353	0.600391270194606	0	4	17
0.600391270194606	0.617152723115683	0	4	17
0.617152723115683	0.633914176036759	0	1	17
0.633914176036759	0.650675628957835	0	2	17
0.650675628957835	0.667437081878912	0	1	17
0.667437081878912	0.684198534799988	0	1	17
0.684198534799988	0.700959987721065	0	1	17
0.700959987721065	0.717721440642141	0	1	17
0.466299646825995	0.483061099747072	0	0	18
0.483061099747072	0.499822552668148	0	0	18
0.499822552668148	0.516584005589224	0	0	18
0.516584005589224	0.533345458510301	0	0	18
0.533345458510301	0.550106911431377	0	0	18
0.550106911431377	0.566868364352454	0	0	18
0.566868364352454	0.58362981727353	0	2	18
0.58362981727353	0.600391270194606	0	4	18
0.600391270194606	0.617152723115683	0	4	18
0.617152723115683	0.633914176036759	0	1	18
0.633914176036759	0.650675628957835	0	2	18
0.650675628957835	0.667437081878912	0	1	18
0.667437081878912	0.684198534799988	0	2	18
0.684198534799988	0.700959987721065	0	1	18
0.700959987721065	0.717721440642141	0	1	18
0.466299646825995	0.483061099747072	0	0	19
0.483061099747072	0.499822552668148	0	0	19
0.499822552668148	0.516584005589224	0	0	19
0.516584005589224	0.533345458510301	0	0	19
0.533345458510301	0.550106911431377	0	0	19
0.550106911431377	0.566868364352454	0	0	19
0.566868364352454	0.58362981727353	0	2	19
0.58362981727353	0.600391270194606	0	4	19
0.600391270194606	0.617152723115683	0	5	19
0.617152723115683	0.633914176036759	0	1	19
0.633914176036759	0.650675628957835	0	2	19
0.650675628957835	0.667437081878912	0	1	19
0.667437081878912	0.684198534799988	0	2	19
0.684198534799988	0.700959987721065	0	1	19
0.700959987721065	0.717721440642141	0	1	19
0.466299646825995	0.483061099747072	0	0	20
0.483061099747072	0.499822552668148	0	0	20
0.499822552668148	0.516584005589224	0	0	20
0.516584005589224	0.533345458510301	0	0	20
0.533345458510301	0.550106911431377	0	0	20
0.550106911431377	0.566868364352454	0	0	20
0.566868364352454	0.58362981727353	0	2	20
0.58362981727353	0.600391270194606	0	4	20
0.600391270194606	0.617152723115683	0	6	20
0.617152723115683	0.633914176036759	0	1	20
0.633914176036759	0.650675628957835	0	2	20
0.650675628957835	0.667437081878912	0	1	20
0.667437081878912	0.684198534799988	0	2	20
0.684198534799988	0.700959987721065	0	1	20
0.700959987721065	0.717721440642141	0	1	20
0.466299646825995	0.483061099747072	0	0	21
0.483061099747072	0.499822552668148	0	0	21
0.499822552668148	0.516584005589224	0	0	21
0.516584005589224	0.533345458510301	0	0	21
0.533345458510301	0.550106911431377	0	0	21
0.550106911431377	0.566868364352454	0	0	21
0.566868364352454	0.58362981727353	0	2	21
0.58362981727353	0.600391270194606	0	4	21
0.600391270194606	0.617152723115683	0	6	21
0.617152723115683	0.633914176036759	0	1	21
0.633914176036759	0.650675628957835	0	2	21
0.650675628957835	0.667437081878912	0	2	21
0.667437081878912	0.684198534799988	0	2	21
0.684198534799988	0.700959987721065	0	1	21
0.700959987721065	0.717721440642141	0	1	21
0.466299646825995	0.483061099747072	0	0	22
0.483061099747072	0.499822552668148	0	0	22
0.499822552668148	0.516584005589224	0	0	22
0.516584005589224	0.533345458510301	0	0	22
0.533345458510301	0.550106911431377	0	0	22
0.550106911431377	0.566868364352454	0	1	22
0.566868364352454	0.58362981727353	0	2	22
0.58362981727353	0.600391270194606	0	4	22
0.600391270194606	0.617152723115683	0	6	22
0.617152723115683	0.633914176036759	0	1	22
0.633914176036759	0.650675628957835	0	2	22
0.650675628957835	0.667437081878912	0	2	22
0.667437081878912	0.684198534799988	0	2	22
0.684198534799988	0.700959987721065	0	1	22
0.700959987721065	0.717721440642141	0	1	22
0.466299646825995	0.483061099747072	0	0	23
0.483061099747072	0.499822552668148	0	0	23
0.499822552668148	0.516584005589224	0	0	23
0.516584005589224	0.533345458510301	0	0	23
0.533345458510301	0.550106911431377	0	0	23
0.550106911431377	0.566868364352454	0	1	23
0.566868364352454	0.58362981727353	0	2	23
0.58362981727353	0.600391270194606	0	4	23
0.600391270194606	0.617152723115683	0	7	23
0.617152723115683	0.633914176036759	0	1	23
0.633914176036759	0.650675628957835	0	2	23
0.650675628957835	0.667437081878912	0	2	23
0.667437081878912	0.684198534799988	0	2	23
0.684198534799988	0.700959987721065	0	1	23
0.700959987721065	0.717721440642141	0	1	23
0.466299646825995	0.483061099747072	0	0	24
0.483061099747072	0.499822552668148	0	0	24
0.499822552668148	0.516584005589224	0	0	24
0.516584005589224	0.533345458510301	0	0	24
0.533345458510301	0.550106911431377	0	0	24
0.550106911431377	0.566868364352454	0	1	24
0.566868364352454	0.58362981727353	0	3	24
0.58362981727353	0.600391270194606	0	4	24
0.600391270194606	0.617152723115683	0	7	24
0.617152723115683	0.633914176036759	0	1	24
0.633914176036759	0.650675628957835	0	2	24
0.650675628957835	0.667437081878912	0	2	24
0.667437081878912	0.684198534799988	0	2	24
0.684198534799988	0.700959987721065	0	1	24
0.700959987721065	0.717721440642141	0	1	24
0.466299646825995	0.483061099747072	0	1	25
0.483061099747072	0.499822552668148	0	0	25
0.499822552668148	0.516584005589224	0	0	25
0.516584005589224	0.533345458510301	0	0	25
0.533345458510301	0.550106911431377	0	0	25
0.550106911431377	0.566868364352454	0	1	25
0.566868364352454	0.58362981727353	0	3	25
0.58362981727353	0.600391270194606	0	4	25
0.600391270194606	0.617152723115683	0	7	25
0.617152723115683	0.633914176036759	0	1	25
0.633914176036759	0.650675628957835	0	2	25
0.650675628957835	0.667437081878912	0	2	25
0.667437081878912	0.684198534799988	0	2	25
0.684198534799988	0.700959987721065	0	1	25
0.700959987721065	0.717721440642141	0	1	25
0.466299646825995	0.483061099747072	0	1	26
0.483061099747072	0.499822552668148	0	0	26
0.499822552668148	0.516584005589224	0	0	26
0.516584005589224	0.533345458510301	0	0	26
0.533345458510301	0.550106911431377	0	0	26
0.550106911431377	0.566868364352454	0	1	26
0.566868364352454	0.58362981727353	0	3	26
0.58362981727353	0.600391270194606	0	4	26
0.600391270194606	0.617152723115683	0	7	26
0.617152723115683	0.633914176036759	0	2	26
0.633914176036759	0.650675628957835	0	2	26
0.650675628957835	0.667437081878912	0	2	26
0.667437081878912	0.684198534799988	0	2	26
0.684198534799988	0.700959987721065	0	1	26
0.700959987721065	0.717721440642141	0	1	26
0.466299646825995	0.483061099747072	0	1	27
0.483061099747072	0.499822552668148	0	0	27
0.499822552668148	0.516584005589224	0	0	27
0.516584005589224	0.533345458510301	0	0	27
0.533345458510301	0.550106911431377	0	0	27
0.550106911431377	0.566868364352454	0	1	27
0.566868364352454	0.58362981727353	0	3	27
0.58362981727353	0.600391270194606	0	4	27
0.600391270194606	0.617152723115683	0	7	27
0.617152723115683	0.633914176036759	0	2	27
0.633914176036759	0.650675628957835	0	2	27
0.650675628957835	0.667437081878912	0	2	27
0.667437081878912	0.684198534799988	0	2	27
0.684198534799988	0.700959987721065	0	1	27
0.700959987721065	0.717721440642141	0	2	27
0.466299646825995	0.483061099747072	0	1	28
0.483061099747072	0.499822552668148	0	0	28
0.499822552668148	0.516584005589224	0	0	28
0.516584005589224	0.533345458510301	0	0	28
0.533345458510301	0.550106911431377	0	1	28
0.550106911431377	0.566868364352454	0	1	28
0.566868364352454	0.58362981727353	0	3	28
0.58362981727353	0.600391270194606	0	4	28
0.600391270194606	0.617152723115683	0	7	28
0.617152723115683	0.633914176036759	0	2	28
0.633914176036759	0.650675628957835	0	2	28
0.650675628957835	0.667437081878912	0	2	28
0.667437081878912	0.684198534799988	0	2	28
0.684198534799988	0.700959987721065	0	1	28
0.700959987721065	0.717721440642141	0	2	28
0.466299646825995	0.483061099747072	0	1	29
0.483061099747072	0.499822552668148	0	0	29
0.499822552668148	0.516584005589224	0	0	29
0.516584005589224	0.533345458510301	0	0	29
0.533345458510301	0.550106911431377	0	1	29
0.550106911431377	0.566868364352454	0	1	29
0.566868364352454	0.58362981727353	0	3	29
0.58362981727353	0.600391270194606	0	5	29
0.600391270194606	0.617152723115683	0	7	29
0.617152723115683	0.633914176036759	0	2	29
0.633914176036759	0.650675628957835	0	2	29
0.650675628957835	0.667437081878912	0	2	29
0.667437081878912	0.684198534799988	0	2	29
0.684198534799988	0.700959987721065	0	1	29
0.700959987721065	0.717721440642141	0	2	29
0.466299646825995	0.483061099747072	0	1	30
0.483061099747072	0.499822552668148	0	0	30
0.499822552668148	0.516584005589224	0	0	30
0.516584005589224	0.533345458510301	0	0	30
0.533345458510301	0.550106911431377	0	1	30
0.550106911431377	0.566868364352454	0	1	30
0.566868364352454	0.58362981727353	0	4	30
0.58362981727353	0.600391270194606	0	5	30
0.600391270194606	0.617152723115683	0	7	30
0.617152723115683	0.633914176036759	0	2	30
0.633914176036759	0.650675628957835	0	2	30
0.650675628957835	0.667437081878912	0	2	30
0.667437081878912	0.684198534799988	0	2	30
0.684198534799988	0.700959987721065	0	1	30
0.700959987721065	0.717721440642141	0	2	30
0.466299646825995	0.483061099747072	0	1	31
0.483061099747072	0.499822552668148	0	0	31
0.499822552668148	0.516584005589224	0	0	31
0.516584005589224	0.533345458510301	0	0	31
0.533345458510301	0.550106911431377	0	1	31
0.550106911431377	0.566868364352454	0	1	31
0.566868364352454	0.58362981727353	0	4	31
0.58362981727353	0.600391270194606	0	5	31
0.600391270194606	0.617152723115683	0	7	31
0.617152723115683	0.633914176036759	0	2	31
0.633914176036759	0.650675628957835	0	2	31
0.650675628957835	0.667437081878912	0	3	31
0.667437081878912	0.684198534799988	0	2	31
0.684198534799988	0.700959987721065	0	1	31
0.700959987721065	0.717721440642141	0	2	31
0.466299646825995	0.483061099747072	0	1	32
0.483061099747072	0.499822552668148	0	0	32
0.499822552668148	0.516584005589224	0	0	32
0.516584005589224	0.533345458510301	0	0	32
0.533345458510301	0.550106911431377	0	1	32
0.550106911431377	0.566868364352454	0	1	32
0.566868364352454	0.58362981727353	0	4	32
0.58362981727353	0.600391270194606	0	5	32
0.600391270194606	0.617152723115683	0	7	32
0.617152723115683	0.633914176036759	0	2	32
0.633914176036759	0.650675628957835	0	3	32
0.650675628957835	0.667437081878912	0	3	32
0.667437081878912	0.684198534799988	0	2	32
0.684198534799988	0.700959987721065	0	1	32
0.700959987721065	0.717721440642141	0	2	32
0.466299646825995	0.483061099747072	0	1	33
0.483061099747072	0.499822552668148	0	0	33
0.499822552668148	0.516584005589224	0	0	33
0.516584005589224	0.533345458510301	0	0	33
0.533345458510301	0.550106911431377	0	1	33
0.550106911431377	0.566868364352454	0	1	33
0.566868364352454	0.58362981727353	0	4	33
0.58362981727353	0.600391270194606	0	6	33
0.600391270194606	0.617152723115683	0	7	33
0.617152723115683	0.633914176036759	0	2	33
0.633914176036759	0.650675628957835	0	3	33
0.650675628957835	0.667437081878912	0	3	33
0.667437081878912	0.684198534799988	0	2	33
0.684198534799988	0.700959987721065	0	1	33
0.700959987721065	0.717721440642141	0	2	33
0.466299646825995	0.483061099747072	0	1	34
0.483061099747072	0.499822552668148	0	0	34
0.499822552668148	0.516584005589224	0	0	34
0.516584005589224	0.533345458510301	0	0	34
0.533345458510301	0.550106911431377	0	1	34
0.550106911431377	0.566868364352454	0	1	34
0.566868364352454	0.58362981727353	0	4	34
0.58362981727353	0.600391270194606	0	7	34
0.600391270194606	0.617152723115683	0	7	34
0.617152723115683	0.633914176036759	0	2	34
0.633914176036759	0.650675628957835	0	3	34
0.650675628957835	0.667437081878912	0	3	34
0.667437081878912	0.684198534799988	0	2	34
0.684198534799988	0.700959987721065	0	1	34
0.700959987721065	0.717721440642141	0	2	34
0.466299646825995	0.483061099747072	0	1	35
0.483061099747072	0.499822552668148	0	0	35
0.499822552668148	0.516584005589224	0	0	35
0.516584005589224	0.533345458510301	0	0	35
0.533345458510301	0.550106911431377	0	1	35
0.550106911431377	0.566868364352454	0	1	35
0.566868364352454	0.58362981727353	0	4	35
0.58362981727353	0.600391270194606	0	7	35
0.600391270194606	0.617152723115683	0	7	35
0.617152723115683	0.633914176036759	0	2	35
0.633914176036759	0.650675628957835	0	4	35
0.650675628957835	0.667437081878912	0	3	35
0.667437081878912	0.684198534799988	0	2	35
0.684198534799988	0.700959987721065	0	1	35
0.700959987721065	0.717721440642141	0	2	35
0.466299646825995	0.483061099747072	0	1	36
0.483061099747072	0.499822552668148	0	0	36
0.499822552668148	0.516584005589224	0	0	36
0.516584005589224	0.533345458510301	0	0	36
0.533345458510301	0.550106911431377	0	1	36
0.550106911431377	0.566868364352454	0	1	36
0.566868364352454	0.58362981727353	0	4	36
0.58362981727353	0.600391270194606	0	7	36
0.600391270194606	0.617152723115683	0	7	36
0.617152723115683	0.633914176036759	0	2	36
0.633914176036759	0.650675628957835	0	5	36
0.650675628957835	0.667437081878912	0	3	36
0.667437081878912	0.684198534799988	0	2	36
0.684198534799988	0.700959987721065	0	1	36
0.700959987721065	0.717721440642141	0	2	36
0.466299646825995	0.483061099747072	0	1	37
0.483061099747072	0.499822552668148	0	0	37
0.499822552668148	0.516584005589224	0	0	37
0.516584005589224	0.533345458510301	0	0	37
0.533345458510301	0.550106911431377	0	1	37
0.550106911431377	0.566868364352454	0	1	37
0.566868364352454	0.58362981727353	0	5	37
0.58362981727353	0.600391270194606	0	7	37
0.600391270194606	0.617152723115683	0	7	37
0.617152723115683	0.633914176036759	0	2	37
0.633914176036759	0.650675628957835	0	5	37
0.650675628957835	0.667437081878912	0	3	37
0.667437081878912	0.684198534799988	0	2	37
0.684198534799988	0.700959987721065	0	1	37
0.700959987721065	0.717721440642141	0	2	37
0.466299646825995	0.483061099747072	0	1	38
0.483061099747072	0.499822552668148	0	0	38
0.499822552668148	0.516584005589224	0	0	38
0.516584005589224	0.533345458510301	0	0	38
0.533345458510301	0.550106911431377	0	1	38
0.550106911431377	0.566868364352454	0	1	38
0.566868364352454	0.58362981727353	0	5	38
0.58362981727353	0.600391270194606	0	7	38
0.600391270194606	0.617152723115683	0	7	38
0.617152723115683	0.633914176036759	0	3	38
0.633914176036759	0.650675628957835	0	5	38
0.650675628957835	0.667437081878912	0	3	38
0.667437081878912	0.684198534799988	0	2	38
0.684198534799988	0.700959987721065	0	1	38
0.700959987721065	0.717721440642141	0	2	38
0.466299646825995	0.483061099747072	0	1	39
0.483061099747072	0.499822552668148	0	0	39
0.499822552668148	0.516584005589224	0	0	39
0.516584005589224	0.533345458510301	0	0	39
0.533345458510301	0.550106911431377	0	1	39
0.550106911431377	0.566868364352454	0	1	39
0.566868364352454	0.58362981727353	0	5	39
0.58362981727353	0.600391270194606	0	7	39
0.600391270194606	0.617152723115683	0	8	39
0.617152723115683	0.633914176036759	0	3	39
0.633914176036759	0.650675628957835	0	5	39
0.650675628957835	0.667437081878912	0	3	39
0.667437081878912	0.684198534799988	0	2	39
0.684198534799988	0.700959987721065	0	1	39
0.700959987721065	0.717721440642141	0	2	39
0.466299646825995	0.483061099747072	0	1	40
0.483061099747072	0.499822552668148	0	0	40
0.499822552668148	0.516584005589224	0	0	40
0.516584005589224	0.533345458510301	0	0	40
0.533345458510301	0.550106911431377	0	1	40
0.550106911431377	0.566868364352454	0	2	40
0.566868364352454	0.58362981727353	0	5	40
0.58362981727353	0.600391270194606	0	7	40
0.600391270194606	0.617152723115683	0	8	40
0.617152723115683	0.633914176036759	0	3	40
0.633914176036759	0.650675628957835	0	5	40
0.650675628957835	0.667437081878912	0	3	40
0.667437081878912	0.684198534799988	0	2	40
0.684198534799988	0.700959987721065	0	1	40
0.700959987721065	0.717721440642141	0	2	40
0.466299646825995	0.483061099747072	0	1	41
0.483061099747072	0.499822552668148	0	0	41
0.499822552668148	0.516584005589224	0	0	41
0.516584005589224	0.533345458510301	0	0	41
0.533345458510301	0.550106911431377	0	1	41
0.550106911431377	0.566868364352454	0	2	41
0.566868364352454	0.58362981727353	0	5	41
0.58362981727353	0.600391270194606	0	7	41
0.600391270194606	0.617152723115683	0	9	41
0.617152723115683	0.633914176036759	0	3	41
0.633914176036759	0.650675628957835	0	5	41
0.650675628957835	0.667437081878912	0	3	41
0.667437081878912	0.684198534799988	0	2	41
0.684198534799988	0.700959987721065	0	1	41
0.700959987721065	0.717721440642141	0	2	41
0.466299646825995	0.483061099747072	0	1	42
0.483061099747072	0.499822552668148	0	0	42
0.499822552668148	0.516584005589224	0	0	42
0.516584005589224	0.533345458510301	0	0	42
0.533345458510301	0.550106911431377	0	1	42
0.550106911431377	0.566868364352454	0	2	42
0.566868364352454	0.58362981727353	0	5	42
0.58362981727353	0.600391270194606	0	7	42
0.600391270194606	0.617152723115683	0	9	42
0.617152723115683	0.633914176036759	0	3	42
0.633914176036759	0.650675628957835	0	6	42
0.650675628957835	0.667437081878912	0	3	42
0.667437081878912	0.684198534799988	0	2	42
0.684198534799988	0.700959987721065	0	1	42
0.700959987721065	0.717721440642141	0	2	42
0.466299646825995	0.483061099747072	0	1	43
0.483061099747072	0.499822552668148	0	0	43
0.499822552668148	0.516584005589224	0	0	43
0.516584005589224	0.533345458510301	0	0	43
